budget_code,budget_name,hromada_name,hromada_code,raion_name,raion_code,oblast_name,oblast_name_en,oblast_code,region_en,region_code_en,year,income_total,income_transfert,income_military,income_pdfo,income_unified_tax,income_property_tax,income_excise_duty,income_corporate_tax,income_parking_fee,income_tourist_fee,income_eco_tax,income_non_tax,income_capital_proceedings,income_special_funds,income_rent,income_own,own_income_prop,transfert_prop,military_tax_prop,pdfo_prop,unified_tax_prop,property_tax_prop,excise_duty_prop,corporate_tax_own_prop,parking_fee_own_prop,tourist_fee_own_prop,eco_tax_own_prop,non_tax_own_prop,capital_proceedings_own_prop,special_funds_own_prop,excise_duty_own_prop,pdfo_own_prop,unified_tax_own_prop,property_tax_own_prop,rent_own_prop,own_income_change,own_prop_change,own_income_change_net,total_income_change_net,total_income_change,own_income_no_mil_change_YoY_jan_feb,own_income_no_mil_change_YoY_mar_apr,own_income_no_mil_change_YoY_mar_may,own_income_no_mil_change_YoY_jun_aug,own_income_no_mil_change_YoY_jul_sep,own_income_no_mil_change_YoY_oct_jan,own_income_no_mil_change_YoY_oct_dec,own_income_no_mil_change_YoY_may_feb,own_income_no_mil_change_YoY_adapt,income_own_full_year,own_income_prop_full_year,recovery_month_distance,diversification_income_score,count_recovery,recovery_month_distance_2
1153800000,Бюджет Надлацької сільської територіальної громади,Надлацька,UA35020110000013511,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,46595025.85,18410054.21,0,10244851.96,4910208.67,11971851.03,68332.02,0,0,0,8003.01,930997.47,0,0,50727.48,28184971.64,0.6049,0.3951,0,0.2199,0.1054,0.2569,0.0015,0,0,0,3e-4,0.033,0,0,0.0024,0.3635,0.1742,0.4248,0.0018,NA,NA,NA,NA,NA,-20.526171397822868,-18.6058945710154,-12.637083715684195,-19.5293784395277,-16.55376908157479,39.81384759958555,42.03809718389251,10.90224171129015,2.0521254894406127,28184971.64,0.6048922846557451,7,3440.2778,5,NA
1153800000,Бюджет Надлацької сільської територіальної громади,Надлацька,UA35020110000013511,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,45202245.65,16520646.55,0,10176744.25,4114166.42,12601077.66,82867.23,0,0,0,8001.31,1684774.6,250,0,13717.630000000001,28681599.099999998,0.6345,0.3655,0,0.2251,0.091,0.2788,0.0018,0,0,0,3e-4,0.0587,0,0,0.0029,0.3548,0.1434,0.4393,5e-4,0.02,0.02959999999999996,496627.45999999717,-1392780.200000003,-0.03,-20.526171397822868,-18.6058945710154,-12.637083715684195,-19.5293784395277,-16.55376908157479,39.81384759958555,42.03809718389251,10.90224171129015,2.0521254894406127,28681599.1,0.6345171282436054,7,3428.8528000000006,5,NA
1154000000,Бюджет Новоархангельської селищної територіальної громади,Новоархангельська,UA35020130000045875,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,147583766.81,58937588.25,1138863.83,45959402.16,14567209.74,16471672.97,7350086.42,0,0,9427.11,38574.92,3773132.3,167636,0,309036.94,88646178.56,0.6006,0.3994,0.0077,0.3114,0.0987,0.1116,0.0498,0,0,1e-4,4e-4,0.0426,0.0019,0,0.0829,0.5185,0.1643,0.1858,0.0035,NA,NA,NA,NA,NA,20.380538144733173,-19.389529124536253,-12.276314375154417,-2.06610997036325,5.96393781090252,-0.6692389584502356,1.3213784549475083,4.12982863500766,25.353466935438774,88646178.56,0.6006499256393387,6,3390.493299999999,2,NA
1154000000,Бюджет Новоархангельської селищної територіальної громади,Новоархангельська,UA35020130000045875,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,141168968.72,44812966.63,7102746.19,54762595.97,13486704.6,19740165.36,4047132.26,0,0,0,54663.42,3838483.26,2750,0,423507.22000000003,96356002.09,0.6826,0.3174,0.0503,0.3879,0.0955,0.1398,0.0287,0,0,0,6e-4,0.0398,0,0,0.042,0.5683,0.14,0.2049,0.0044,0.09,0.08199999999999996,7709823.530000001,-6414798.090000004,-0.04,20.380538144733173,-19.389529124536253,-12.276314375154417,-2.06610997036325,5.96393781090252,-0.6692389584502356,1.3213784549475083,4.12982863500766,25.353466935438774,96356002.09,0.6825579513945181,6,3878.9730000000004,2,NA
1154600000,Бюджет Перегонівської сільської територіальної громади,Перегонівська,UA35020150000027557,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,37330051.18,13710968.81,0,11764335.65,5197286.68,5924422.18,28905.5,658,0,0,6090.639999999999,683679.66,0,0,13704.06,23619082.369999997,0.6327,0.3673,0,0.3151,0.1392,0.1587,8e-4,0,0,0,3e-4,0.0289,0,0,0.0012,0.4981,0.22,0.2508,6e-4,NA,NA,NA,NA,NA,8.9127670640768,-2.86454768387433,-4.644770754374894,-15.669594505960438,-15.679765034272874,19.003838402997175,15.806145340576183,1.0718325156555464,-12.815217350398544,23619082.37,0.6327096166065316,7,3602.4099000000006,3,NA
1154600000,Бюджет Перегонівської сільської територіальної громади,Перегонівська,UA35020150000027557,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,36902234.089999996,13468799.45,0,10256590.55,4830689.39,5878625.74,34426.72,0,0,0,8208.58,2404623.06,300,0,19970.6,23433434.639999997,0.635,0.365,0,0.2779,0.1309,0.1593,9e-4,0,0,0,4e-4,0.1026,0,0,0.0015,0.4377,0.2061,0.2509,9e-4,-0.01,0.0022999999999999687,-185647.73000000045,-427817.0900000036,-0.01,8.9127670640768,-2.86454768387433,-4.644770754374894,-15.669594505960438,-15.679765034272874,19.003838402997175,15.806145340576183,1.0718325156555464,-12.815217350398544,23433434.64,0.6350139826994957,7,3075.3848,3,NA
1154800000,Бюджет Побузької селищної територіальної громади,Побузька,UA35020190000025203,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,99673069.52,37142108.22,148371.79,46065162.83,6911578.3,7221112.74,804492.97,5183,0,0,585301.25,938081.78,0,0,48.43000000000001,62530961.3,0.6274,0.3726,0.0015,0.4622,0.0693,0.0724,0.0081,1e-4,0,0,0.0094,0.015,0,0,0.0129,0.7367,0.1105,0.1155,0,NA,NA,NA,NA,NA,16.05804798654875,10.194363068060186,15.884638856260636,5.599426247288464,3.487142558963008,0.958424713053474,5.828964878313592,4.796982976010655,-6.707220509097178,62530961.3,0.6273606461718607,1,5687.5717,2,NA
1154800000,Бюджет Побузької селищної територіальної громади,Побузька,UA35020190000025203,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,93009897.01,24627778.64,477149.94,50884141.89,7060169.01,7995891,745677.47,0,0,0,543721.83,1129505.84,2700,0,20311.33,68382118.37,0.7352,0.2648,0.0051,0.5471,0.0759,0.086,0.008,0,0,0,0.008,0.0165,0,0,0.0109,0.7441,0.1032,0.1169,3e-4,0.09,0.10780000000000001,5851157.070000008,-6663172.50999999,-0.07,16.05804798654875,10.194363068060186,15.884638856260636,5.599426247288464,3.487142558963008,0.958424713053474,5.828964878313592,4.796982976010655,-6.707220509097178,68382118.37,0.7352133543664484,1,5784.557199999999,2,NA
1154700000,Бюджет Підвисоцької сільської територіальної громади,Підвисоцька,UA35020170000076448,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,69790801.46,20999157.83,0,23184466.04,9001660.57,15155459.83,167587.63,0,0,0,7672.03,1251781.86,0,0,23015.67,48791643.629999995,0.6991,0.3009,0,0.3322,0.129,0.2172,0.0024,0,0,0,2e-4,0.0257,0,0,0.0034,0.4752,0.1845,0.3106,5e-4,NA,NA,NA,NA,NA,29.40675590657804,-58.72172190599554,-44.370554822217635,1.8557640447844026,10.695531810494074,13.403175356508257,11.075221677841473,16.020035186508895,69.41725371648961,48791643.63,0.6991128144296282,2,3569.9974,6,2
1154700000,Бюджет Підвисоцької сільської територіальної громади,Підвисоцька,UA35020170000076448,Голованівський,UA35020000000074289,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,70385081.47,22470700.77,0,19249792.24,8453747.93,16905899.24,165906.03,0,0,0,23755.89,3092836.2,2400,0,20043.170000000002,47914380.7,0.6807,0.3193,0,0.2735,0.1201,0.2402,0.0024,0,0,0,5e-4,0.0645,1e-4,0,0.0035,0.4018,0.1764,0.3528,4e-4,-0.02,-0.018400000000000083,-877262.9299999923,594280.0100000054,0.01,29.40675590657804,-58.72172190599554,-44.370554822217635,1.8557640447844026,10.695531810494074,13.403175356508257,11.075221677841473,16.020035186508895,69.41725371648961,47914380.7,0.6807462561568873,2,3212.008,6,2
1152900000,Бюджет Аджамської сільської територіальної громади,Аджамська,UA35040010000022631,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,51590550.98,17647522.15,6689726.28,22606085.64,5894770.99,4408676.81,650794.98,0,0,0,9403.12,351141.83,0,0,22155.46,33943028.83,0.6579,0.3421,0.1297,0.4382,0.1143,0.0855,0.0126,0,0,0,3e-4,0.0103,0,0,0.0192,0.666,0.1737,0.1299,7e-4,NA,NA,NA,NA,NA,63.6860001592781,7.7928910574727395,2.8436462285302833,-7.554068818196857,-16.642131504965118,29.614358093666414,30.148630423091994,2.214880905515959,-24.435022562437858,33943028.83,0.6579311169434615,1,4910.765200000002,5,NA
1152900000,Бюджет Аджамської сільської територіальної громади,Аджамська,UA35040010000022631,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,96766417.92,17829739.94,47723317.79,68661049.23,5204088.2,3473876.24,799249.33,0,0,0,11197.16,756560.67,1400,0,29257.15,78936677.98,0.8157,0.1843,0.4932,0.7096,0.0538,0.0359,0.0083,0,0,0,1e-4,0.0096,0,0,0.0101,0.8698,0.0659,0.044,4e-4,1.33,0.15779999999999994,44993649.150000006,45175866.940000005,0.88,63.6860001592781,7.7928910574727395,2.8436462285302833,-7.554068818196857,-16.642131504965118,29.614358093666414,30.148630423091994,2.214880905515959,-24.435022562437858,78936677.98,0.815744549366905,1,7630.2503,5,NA
1150100000,Бюджет Бобринецької міської територіальної громади,Бобринецька,UA35040030000074104,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,147024030.45,54542001.57,1465714.71,31555998.36,9818189.7,9070494.540000001,7083976.47,70640,0,0,104277.84,34771251.97,0,0,7200,92482028.88,0.629,0.371,0.01,0.2146,0.0668,0.0617,0.0482,8e-4,0,0,0.0011,0.376,0,0,0.0766,0.3412,0.1062,0.0981,1e-4,NA,NA,NA,NA,NA,42.6312513147093,-79.87952690154685,-71.36285954165642,-1.3128600552664293,2.008880666700108,-3.7029151805374916,-4.357083134093164,1.3738743953081833,81.88840756824696,92482028.88,0.6290266196412793,10,2845.649,2,NA
1150100000,Бюджет Бобринецької міської територіальної громади,Бобринецька,UA35040030000074104,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,108613773.88,36190993,9716879.9,44103260.51,8515905.790000001,7175721.87,5607701.05,24140,0,0,46452.770000000004,6945990.06,0,0,3608.83,72422780.88,0.6668,0.3332,0.0895,0.4061,0.0784,0.0661,0.0516,3e-4,0,0,6e-4,0.0959,0,0,0.0774,0.609,0.1176,0.0991,0,-0.22,0.037799999999999945,-20059248,-38410256.56999999,-0.26,42.6312513147093,-79.87952690154685,-71.36285954165642,-1.3128600552664293,2.008880666700108,-3.7029151805374916,-4.357083134093164,1.3738743953081833,81.88840756824696,72422780.88,0.666791865274979,10,4097.1959,2,NA
1150700000,Бюджет Великосеверинівської сільської територіальної громади,Великосеверинівська,UA35040050000013889,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,64016668.83,20785933.77,0,22473042.07,7588617.76,5318115.44,6982494.78,86,0,2865,19519.51,820724.39,0,0,25270.11,43230735.06,0.6753,0.3247,0,0.351,0.1185,0.0831,0.1091,0,0,1e-4,5e-4,0.019,0,0,0.1615,0.5198,0.1755,0.123,6e-4,NA,NA,NA,NA,NA,39.95064178465388,-28.18511739181343,-26.62191618700689,-13.007318658572887,-1.1407382136427335,-15.936368058692462,-17.702275654266685,-12.929021793126005,27.044379178170697,43230735.06,0.6753043519774786,18,3425.6480000000006,0,NA
1150700000,Бюджет Великосеверинівської сільської територіальної громади,Великосеверинівська,UA35040050000013889,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,57581514.11,18596805.76,0,22860976.54,7127873.46,5149084.09,3028793.82,0,0,1980,16372.82,790036.25,0,0,9591.37,38984708.349999994,0.677,0.323,0,0.397,0.1238,0.0894,0.0526,0,0,1e-4,4e-4,0.0203,0,0,0.0777,0.5864,0.1828,0.1321,2e-4,-0.1,0.0017000000000000348,-4246026.710000008,-6435154.719999999,-0.1,39.95064178465388,-28.18511739181343,-26.62191618700689,-13.007318658572887,-1.1407382136427335,-15.936368058692462,-17.702275654266685,-12.929021793126005,27.044379178170697,38984708.35,0.6770351379702544,18,4011.8076,0,NA
1152400000,Бюджет Гурівської сільської територіальної громади,Гурівська,UA35040070000034432,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,72851342.83,22525816.12,0,23153456.07,10359275.379999999,14889600.81,782268.03,0,0,0,22465.22,866629.98,74918.17,0,176913.05,50325526.70999999,0.6908,0.3092,0,0.3178,0.1422,0.2044,0.0107,0,0,0,4e-4,0.0172,0.0015,0,0.0155,0.4601,0.2058,0.2959,0.0035,NA,NA,NA,NA,NA,28.58874610612807,-16.801817584206947,-13.61962464952613,-3.106262436270435,-3.3910088918473913,7.283114120148859,9.864114030102389,0.7668789028541845,13.410808692359556,50325526.71,0.6907975166282876,9,3421.4096,3,NA
1152400000,Бюджет Гурівської сільської територіальної громади,Гурівська,UA35040070000034432,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,72728535.34,21159780.95,0,21232292.44,10217885.8,16310666.549999999,351788.95,0,0,0,36283.98,2921303.55,67426.35,0,431106.77,51568754.39,0.7091,0.2909,0,0.2919,0.1405,0.2243,0.0048,0,0,0,7e-4,0.0566,0.0013,0,0.0068,0.4117,0.1981,0.3163,0.0084,0.02,0.018299999999999983,1243227.6800000072,-122807.48999999464,-0,28.58874610612807,-16.801817584206947,-13.61962464952613,-3.106262436270435,-3.3910088918473913,7.283114120148859,9.864114030102389,0.7668789028541845,13.410808692359556,51568754.39,0.7090580629586483,9,3120.3817000000004,3,NA
1151400000,Бюджет Дмитрівської сільської територіальної громади,Дмитрівська,UA35040090000082553,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,88397248.2,23615271.86,0,22614632.83,8661726.56,23762846.4,2840041.53,1610,0,0,26850.75,4871522.6899999995,0,0,2002012.42,64781976.34,0.7329,0.2671,0,0.2558,0.098,0.2688,0.0321,0,0,0,4e-4,0.0752,0,0,0.0438,0.3491,0.1337,0.3668,0.0309,NA,NA,NA,NA,NA,16.020942935743477,1.9631607425409037,-0.5898666490041449,-18.580945614619193,-13.206384150415662,23.159949885986954,27.36908676392482,5.872021157319018,-15.169544892956566,64781976.34,0.7328505995280519,9,2818.6238000000003,3,NA
1151400000,Бюджет Дмитрівської сільської територіальної громади,Дмитрівська,UA35040090000082553,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,89300101.28,20169236.05,0,24240768.36,8417216.1,27307840.43,1412021.95,0,0,0,45286.68,5820424.57,0,0,1887918.11,69130865.23,0.7741,0.2259,0,0.2715,0.0943,0.3058,0.0158,0,0,0,7e-4,0.0842,0,0,0.0204,0.3507,0.1218,0.395,0.0273,0.07,0.041200000000000014,4348888.890000001,902853.0799999982,0.01,16.020942935743477,1.9631607425409037,-0.5898666490041449,-18.580945614619193,-13.206384150415662,23.159949885986954,27.36908676392482,5.872021157319018,-15.169544892956566,69130865.23,0.7741409498880694,9,3013.5702,3,NA
1153400000,Бюджет Долинської міської територіальної громади,Долинська,UA35040110000055821,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,270193207.41,103681769.13,1954080.42,84798444.32,19200742.3,48546816.19,7187270.4,3050,0,0,48674.95,5911980.3,783687.38,20400,10372.44,166511438.28000003,0.6163,0.3837,0.0072,0.3138,0.0711,0.1797,0.0266,0,0,0,3e-4,0.0355,0.0047,1e-4,0.0432,0.5093,0.1153,0.2916,1e-4,NA,NA,NA,NA,NA,19.541453542393405,-16.86683073381068,-16.11455798002317,10.543650302783547,6.142610927147429,-8.378905154402927,-10.431131048239584,-2.3609114142136067,23.00944166095811,166511438.28,0.6162680397339898,11,3608.5982000000004,2,NA
1153400000,Бюджет Долинської міської територіальної громади,Долинська,UA35040110000055821,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,266886380.58,77469662.91,29364031.9,108512305.96,19712955.44,45062463.66,6017703.84,0,0,0,69418.65,7457497.92,2562003.06,6750,15619.14,189416717.67000002,0.7097,0.2903,0.11,0.4066,0.0739,0.1688,0.0225,0,0,0,4e-4,0.0394,0.0135,0,0.0318,0.5729,0.1041,0.2379,1e-4,0.14,0.09340000000000004,22905279.389999986,-3306826.830000013,-0.01,19.541453542393405,-16.86683073381068,-16.11455798002317,10.543650302783547,6.142610927147429,-8.378905154402927,-10.431131048239584,-2.3609114142136067,23.00944166095811,189416717.67,0.7097279271364758,11,3983.9363999999996,2,NA
1153600000,Бюджет Знам'янської міської територіальної громади,Знам’янська,UA35040130000021732,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,359685047.37,103195013.1,2494975.16,197160507.12,15013692.95,20937577.93,14666847.66,112187.02,0,1571.34,41379.39,8223008.85,2682,281112.39,49467.62,256490034.27,0.7131,0.2869,0.0069,0.5481,0.0417,0.0582,0.0408,4e-4,0,0,2e-4,0.0321,0,0.0011,0.0572,0.7687,0.0585,0.0816,2e-4,NA,NA,NA,NA,NA,13.32361368281485,-2.5681150491637883,-1.6237988050055274,2.8139844240465672,0.8050601784810985,-5.316230997591321,-4.664591555012965,-3.7909350114408324,3.3731752276448868,256490034.27,0.7130961827449959,12,6052.841600000002,1,NA
1153600000,Бюджет Знам'янської міської територіальної громади,Знам’янська,UA35040130000021732,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,353740331.69,73970842.52,24722374,220185916.85,15525193.53,22925386.37,12148036.11,60115.29,0,1550.5,54132.77,8604785.32,3900,224119.94,36352.49,279769489.17,0.7909,0.2091,0.0699,0.6225,0.0439,0.0648,0.0343,2e-4,0,0,2e-4,0.0308,0,8e-4,0.0434,0.787,0.0555,0.0819,1e-4,0.09,0.07780000000000009,23279454.900000006,-5944715.680000007,-0.02,13.32361368281485,-2.5681150491637883,-1.6237988050055274,2.8139844240465672,0.8050601784810985,-5.316230997591321,-4.664591555012965,-3.7909350114408324,3.3731752276448868,279769489.17,0.7908894296372622,12,6319.897800000001,1,NA
1150900000,Бюджет Катеринівської сільської територіальної громади,Катеринівська,UA35040150000097644,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,66566996.4,20900766.12,0,23799911.24,6731515.83,8327083.54,3982368.39,23330.52,0,0,57568.17,1267119.45,696799.34,0,780533.8,45666230.28,0.686,0.314,0,0.3575,0.1011,0.1251,0.0598,5e-4,0,0,0.0013,0.0277,0.0153,0,0.0872,0.5212,0.1474,0.1823,0.0171,NA,NA,NA,NA,NA,63.171732118232505,8.235267336236141,0.8485536156977558,-16.72523268599879,-14.521104125313311,-9.169341416529697,-9.663252103232345,-13.021148628609092,-22.756371461549453,45666230.28,0.6860190897842583,9,3352.1665,2,NA
1150900000,Бюджет Катеринівської сільської територіальної громади,Катеринівська,UA35040150000097644,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,62685275.44,17867738.09,0,24582772.259999998,6398980.41,9011614.77,1549482.7,7930.48,0,0,44448.99,2801645.85,0,0,420661.89,44817537.349999994,0.715,0.285,0,0.3922,0.1021,0.1438,0.0247,2e-4,0,0,0.001,0.0625,0,0,0.0346,0.5485,0.1428,0.2011,0.0094,-0.02,0.028999999999999915,-848692.9300000072,-3881720.960000001,-0.06,63.171732118232505,8.235267336236141,0.8485536156977558,-16.72523268599879,-14.521104125313311,-9.169341416529697,-9.663252103232345,-13.021148628609092,-22.756371461549453,44817537.35,0.7149611616989332,9,3667.8975,2,NA
1153700000,Бюджет Кетрисанівської сільської територіальної громади,Кетрисанівська,UA35040170000065192,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,149742368.3,69462179.66,0,32807299.3,15425325.36,27817080.39,915742.59,1234.78,0,0,17492.76,3292270.48,0,0,3742.98,80280188.64000002,0.5361,0.4639,0,0.2191,0.103,0.1858,0.0061,0,0,0,2e-4,0.041,0,0,0.0114,0.4087,0.1921,0.3465,0,NA,NA,NA,NA,NA,35.55049115951474,-5.67772754674889,-4.474372082720002,-35.16059715846258,-32.7725089796822,31.77631270305783,30.391466886155705,10.381624864763417,-27.09478143293331,80280188.64,0.5361220712040788,3,3258.1134999999995,6,3
1153700000,Бюджет Кетрисанівської сільської територіальної громади,Кетрисанівська,UA35040170000065192,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,143520039.77,59883265.14,0,32438019.95,16077566.1,27078277.45,1284270.45,0,0,0,16907.59,6741142.8100000005,0,0,590.28,83636774.63000001,0.5828,0.4172,0,0.226,0.112,0.1887,0.0089,0,0,0,2e-4,0.0806,0,0,0.0154,0.3878,0.1922,0.3238,0,0.04,0.046699999999999964,3356585.9899999946,-6222328.530000001,-0.04,35.55049115951474,-5.67772754674889,-4.474372082720002,-35.16059715846258,-32.7725089796822,31.77631270305783,30.391466886155705,10.381624864763417,-27.09478143293331,83636774.63,0.5827532849352135,3,2989.0968,6,3
1151100000,Бюджет Компаніївської селищної територіальної громади,Компаніївська,UA35040190000012514,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,175393930.02,83945343.26,913746.77,49255971.33,18022941.17,17013985.84,2848293.3,290,0,0,97497.87,4202215.93,0,0,7391.32,91448586.76,0.5214,0.4786,0.0052,0.2808,0.1028,0.097,0.0162,0,0,0,0.0011,0.046,0,0,0.0311,0.5386,0.1971,0.186,1e-4,NA,NA,NA,NA,NA,46.391863548378524,-10.662668569079003,-6.767661275230596,-13.781279234069043,-4.805098597522994,21.78324386649684,26.030437127661223,8.65760291962141,5.857569971556009,91448586.75999999,0.5213896897661863,9,3666.1879,4,NA
1151100000,Бюджет Компаніївської селищної територіальної громади,Компаніївська,UA35040190000012514,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,179438713.82,58945555,20829666.52,76779072.42,19780929.28,16953049.27,3710243.64,700,0,0,108861.23999999999,3148823.2399999998,400,0,11079.73,120493158.82,0.6715,0.3285,0.1161,0.4279,0.1102,0.0945,0.0207,0,0,0,9e-4,0.0261,0,0,0.0308,0.6372,0.1642,0.1407,1e-4,0.32,0.1501,29044572.059999987,4044783.799999982,0.02,46.391863548378524,-10.662668569079003,-6.767661275230596,-13.781279234069043,-4.805098597522994,21.78324386649684,26.030437127661223,8.65760291962141,5.857569971556009,120493158.82,0.6715003482518831,9,4544.1263,4,NA
1152800000,Зведений бюджет Кропивницької міської територіальної громади,Кропивницька,UA35040210000014072,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,2846508480.01,908485191.83,116726542.86,1257266876.3,231146214.39000002,185567527.81,163329841.67,1536173.59,0,605494.11,946695.49,93664268.47,3245744.18,615824.2,97627.97,1938023288.1800003,0.6808,0.3192,0.041,0.4417,0.0812,0.0652,0.0574,8e-4,0,3e-4,5e-4,0.0483,0.0017,3e-4,0.0843,0.6487,0.1193,0.0958,1e-4,NA,NA,NA,NA,NA,25.347217620684305,-8.43559394983755,-7.567603077628748,11.496566946429553,15.953216856642548,-15.540054301293093,8.27724669070995,-13.656647063076521,24.388810806480098,1938023288.18,0.6808422675674557,4,4536.6516,1,NA
1152800000,Зведений бюджет Кропивницької міської територіальної громади,Кропивницька,UA35040210000014072,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,3076277989.67,486282675.84,621873086.79,1804030089.45,316822155.98,202965419.66,160922257.97,615958.91,0,1182251.11,826415.4,96952093.96,3253712,2290269.38,134690.01,2589995313.83,0.8419,0.1581,0.2022,0.5864,0.103,0.066,0.0523,2e-4,0,5e-4,3e-4,0.0374,0.0013,9e-4,0.0621,0.6965,0.1223,0.0784,1e-4,0.34,0.16110000000000002,651972025.6499996,229769509.65999985,0.08,25.347217620684305,-8.43559394983755,-7.567603077628748,11.496566946429553,15.953216856642548,-15.540054301293093,8.27724669070995,-13.656647063076521,24.388810806480098,2589995313.83,0.8419249893953293,4,5114.7415,1,NA
1153900000,Бюджет Новгородківської селищної територіальної громади,Новгородківська,UA35040230000015609,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,163603196.35,53124761.55,850461.13,58342149.79,20889129.9,21644069.05,3902611.88,29382,0,7720,35114.47,5517533.72,0,0,110723.98999999999,110478434.8,0.6753,0.3247,0.0052,0.3566,0.1277,0.1323,0.0239,3e-4,0,1e-4,3e-4,0.0499,0,0,0.0353,0.5281,0.1891,0.1959,0.001,NA,NA,NA,NA,NA,10.2882570136412,0.40157691085267455,-0.2955794492054964,0.797855408671988,-6.175114817905336,11.196741935119325,13.052666141184188,4.872424448532864,-6.576691728758011,110478434.8,0.6752828628338715,9,3567.6152,3,NA
1153900000,Бюджет Новгородківської селищної територіальної громади,Новгородківська,UA35040230000015609,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2022,164595144.19,43524538.36,7012194.09,64653571.55,18890884.93,26363103.97,2944376.86,112070,0,9620,38513.63,7680823.64,317854.87,0,59786.38,121070605.83,0.7356,0.2644,0.0426,0.3928,0.1148,0.1602,0.0179,9e-4,0,1e-4,3e-4,0.0634,0.0026,0,0.0243,0.534,0.156,0.2177,5e-4,0.1,0.06030000000000002,10592171.030000001,991947.8400000036,0.01,10.2882570136412,0.40157691085267455,-0.2955794492054964,0.797855408671988,-6.175114817905336,11.196741935119325,13.052666141184188,4.872424448532864,-6.576691728758011,121070605.83,0.7355660850495227,9,3615.0301000000004,3,NA
1154200000,Бюджет Олександрівської селищної територіальної громади,Олександрівська,UA35040250000048915,Кропивницький,UA35040000000034705,Кіровоградська,Kirovograd,UA35000000000016081,Center,C,2021,262805722.45,102034318.88,7826430.11,97851648.74,23919662.71,22468450.23,7534438.6,2139,0,588,69889.66,5246618.36,410050,0,3267918.27,160771403.57,0.6118,0.3882,0.0298,0.3723,0.091,0.0855,0.0287,0,0,0,4e-4,0.0326,0.0026,0,0.0469,0.6086,0.1488,0.1398,0.0203,NA,NA,NA,NA,NA,18.21540272144626,-11.500062515046672,-8.036564130023061,0.3544341224108516,-4.344143009237822,16.12809748727233,17.334163072745934,8.41892079437554,7.15591950580885,160771403.57,0.6117500108871773,9,4153.487300000001,3,NA
